146.3232413,59.861065,1
175.6954121,77.86368697,0
183.2161637,72.13199162,0
184.2452685,77.54599954,0
132.3022607,55.18849649,1
149.8639136,66.05565459,1
191.1730884,83.63133864,0
135.4071744,47.01445695,1
184.9957625,71.93582824,0
179.9908867,65.92079489,0
186.1618374,83.72019383,0
177.784335,51.59443143,0
124.5761544,49.49065937,1
135.0845874,57.01715684,1
161.783083,63.11811732,1
147.1984523,74.90954714,1
168.6195333,68.71086764,0
180.3799948,58.5831375,0
172.9806484,91.76506667,0
183.2740005,83.53897404,0
135.8408238,75.15031468,1
177.3010401,61.54651,0
170.228071,63.16246219,0
141.8363614,45.4665998,1
151.4646936,51.1065089,1
150.2536868,56.38212115,1
123.0070061,66.68550969,1
170.8142259,72.87114003,0
179.5604019,93.3795254,0
146.7985959,58.96877805,1
145.830298,91.71072835,1
144.981023,70.54812663,0
139.3907781,58.18591881,1
182.6131284,90.55450022,0
178.4496356,65.99284671,0
173.649627,70.06223697,0
149.6358087,66.96144199,1
166.950541,68.60650747,0
152.9447652,47.80660514,1
170.0438094,69.52377418,0
135.7625193,39.98973038,1
146.4209564,50.66569887,1
165.4572847,76.9860487,1
159.9314963,69.20584106,0
173.6478179,85.91706134,0
162.2114966,53.98530301,1
171.1970616,96.909219,0
154.2079222,64.10437771,0
163.8065453,76.4823852,0
152.0791785,70.49920032,1
173.0748152,77.17787716,0
164.2692232,61.26559153,0
156.7976193,68.21134945,1
157.8895769,92.24610011,0
180.9764798,95.59478219,0
175.2433961,77.13018201,0
155.754493,86.9498469,0
180.0229055,70.90164462,0
180.3403211,74.10095369,0
144.4119408,54.01444259,1
147.2221773,76.70733287,1
152.7088563,62.79598838,1
142.3098204,81.7159541,0
166.3135265,88.13290343,0
163.0913943,78.37616668,0
167.0077238,62.09138124,0
143.3310166,71.15222384,1
161.3907099,75.69117549,1
167.5388812,99.60316557,0
169.4368352,107.3581389,0
183.2013182,96.94715589,0
156.8690279,53.62286242,0
144.4131961,57.58668498,1
150.0416855,79.01636867,1
164.4833362,61.48739535,0
155.0623811,79.42228181,1
